requirement_id,priority,path,value,confidence,source_refs,implementation,tests,status
REQ-0037,must,controls.pending_order_remote,True,0.99,"/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p2:Điều khiển từ xa qua lệnh chờ (Mobile Control): dùng Buy Stop / Sell Limit với giá đặc biệt để bật/tắt EA, dừng New Cycle, stop;/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p3:📱 Lệnh chờ điều khiển bot từ xa (Mobile Control);/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p3:📱 Lệnh chờ điều khiển bot từ xa (Mobile Control);/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p4:🎮 Danh sách lệnh chờ điều khiển",CDataDrivenCommandBus,model:test_pending_commands,GENERATED
REQ-0038,must,controls.chart_panel,True,0.84,"/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p5:Ngoài lệnh chờ từ xa, bot còn cung cấp các nút bấm trực tiếp trên biểu đồ (khi chạy EA):",OnChartEvent/OBJ_BUTTON,source:test_chart_events,GENERATED
REQ-0039,must,controls.new_cycle,True,0.99,"/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p2:Điều khiển từ xa qua lệnh chờ (Mobile Control): dùng Buy Stop / Sell Limit với giá đặc biệt để bật/tắt EA, dừng New Cycle, stop;/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p2:Bộ lọc xu hướng: RSI, EMA (có min/max khoảng cách), MACD, Zone Cycle (tự động bật New Cycle khi giá ra khỏi vùng).;/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p4:Buy Stop 888888 🔴 Tắt New Cycle Ngăn không cho bot mở lệnh mới (chu kỳ mới).;/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p4:Sell Limit 888888 🟢 Bật New Cycle Cho phép bot mở lệnh mới trở lại.;/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p4:💡 Lưu ý về New Cycle:",CCycleState,model:test_new_cycle_gate,GENERATED
REQ-0040,must,controls.reset_lots,True,0.99,"/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p2:Các chức năng đặc biệt khác: Reset lots thủ công, điều chỉnh TP chuỗi khi âm, mở lệnh ngược chiều, DCA theo tín hiệu ngoài, xổ số;/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p5:Reset Lots Sell / Reset Lots Buy – Reset lots chuỗi về giá trị mới.;/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p5:Reset Lots Sell / Reset Lots Buy – Reset lots chuỗi về giá trị mới.;/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p5:Reset Lots Sell / Reset Lots Buy – Reset lots chuỗi về giá trị mới.;/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p5:Reset Lots Sell / Reset Lots Buy – Reset lots chuỗi về giá trị mới.",OnChartEvent::ResetLots,source:test_reset_lot_controls,GENERATED
REQ-0041,must,risk.max_spread,True,0.96,"/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p2:Quản lý vốn & rủi ro: max lots, max spread, target lợi nhuận ngày, target bậc thang, trailing, cân lots 2 chiều (thêm lots độc lập hoặc;/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p7:Spread tối đa, pips Nếu spread hiện tại (tính bằng pips) lớn hơn giá trị này, bot sẽ không mở lệnh mới.;/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p23:Spread ≤ Spread tối đa (mặc định 5 pips).",CRiskEngine::SpreadGate,model:test_spread_gate,GENERATED
REQ-0043,must,risk.max_positions,True,0.99,/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p7:Số lệnh buy tối đa Dừng mở thêm lệnh Buy nếu số lượng lệnh Buy hiện tại đã đạt giới hạn này.;/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p7:Số lệnh sell tối đa Tương tự cho lệnh Sell.;/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p11:Số lệnh cuối tối đa dùng để tỉa Số lượng lệnh dương (ở cuối chuỗi) sẽ bị đóng cùng. 0 → auto (tự động dùng các lệnh dương cuối chuỗi).;/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p12:Số lệnh cuối tối đa dùng để tỉa Số lệnh cuối tối đa sẽ đóng cùng khi tỉa 1 phần.;/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p24:Chưa vượt quá số lệnh tối đa (Số lệnh buy tối đa / Số lệnh sell tối đa).,CRiskEngine::PositionGate,model:test_position_cap,GENERATED
REQ-0044,must,risk.daily_loss,True,0.99,"/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p17:Số tiền Giới hạn thua lỗ hằng ngày, -$Nếu thua lỗ vượt ngưỡng, bot đóng lệnh và dừng giao dịch.;/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p17:Phần trăm Giới hạn thua lỗ hằng ngày, -%Tương tự cho thua lỗ.;/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p17:Số tiền Giới hạn thua lỗ hằng ngày, -$Nếu thua lỗ vượt ngưỡng, bot đóng lệnh và dừng giao dịch.;/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p17:Phần trăm Giới hạn thua lỗ hằng ngày, -%Tương tự cho thua lỗ.",CRiskEngine::DailyGate,model:test_daily_halt,GENERATED
REQ-0045,should,strategy.entry.signals.cci_reversal,True,0.84,"/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p19:Danh sách đầy đủ: CCI, Stoch, Momentum, Xanh đỏ (2 nến xanh/đỏ liên tiếp), Không điều kiện, Supertrend, Random, CCI Reverse, Stoch Reverse,",CEntryEngine::CCI,model:test_signal_cci_reversal,GENERATED
REQ-0046,should,strategy.entry.signals.stochastic_reversal,True,0.84,"/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p19:Danh sách đầy đủ: CCI, Stoch, Momentum, Xanh đỏ (2 nến xanh/đỏ liên tiếp), Không điều kiện, Supertrend, Random, CCI Reverse, Stoch Reverse,",CEntryEngine::Stochastic,model:test_signal_stochastic_reversal,GENERATED
REQ-0047,should,strategy.entry.signals.rsi_reversal,True,0.9,"/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p2:Đa dạng tín hiệu vào lệnh: CCI, Stoch, Momentum, Supertrend, UTBOT, RSI, RSI Reversal, Break Kumo Ichimoku, SMC;/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p19:UTBOT, Indi ngoài, RSI, RSI Reversal, Break Kumo Ichimoku, SMC All thuận, SMC All ngược, SMC Internal thuận/ngược, SMC Swing thuận/ngược, BB,",CEntryEngine::RSIReversal,model:test_signal_rsi_reversal,GENERATED
REQ-0048,should,strategy.entry.signals.pinbar_engulfing,True,0.99,"/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p1:Với hơn 30 tín hiệu đầu vào (CCI, Stoch, RSI, SMC, Pinbar, Engulfing, Ichimoku break, UTBOT...), EA có thể thích ứng với nhiều phong cách;/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p2:(thuận/ngược/internal/swing), BB, Pinbar, Engulfing, Pinbar/Engulfing.;/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p2:(thuận/ngược/internal/swing), BB, Pinbar, Engulfing, Pinbar/Engulfing.;/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p19:Pinbar, Engulfing, Pinbar/Engulfing.;/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p19:Pinbar, Engulfing, Pinbar/Engulfing.",CEntryEngine::PinbarOrEngulfing,model:test_signal_pinbar_engulfing,GENERATED
REQ-0049,should,strategy.entry.signals.candle_color,True,0.9,"/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p19:Danh sách đầy đủ: CCI, Stoch, Momentum, Xanh đỏ (2 nến xanh/đỏ liên tiếp), Không điều kiện, Supertrend, Random, CCI Reverse, Stoch Reverse,;/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p19:Danh sách đầy đủ: CCI, Stoch, Momentum, Xanh đỏ (2 nến xanh/đỏ liên tiếp), Không điều kiện, Supertrend, Random, CCI Reverse, Stoch Reverse,",CEntryEngine::CandleColor,model:test_signal_candle_color,GENERATED
REQ-0050,should,strategy.entry.signals.no_condition,True,0.84,"/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p19:Danh sách đầy đủ: CCI, Stoch, Momentum, Xanh đỏ (2 nến xanh/đỏ liên tiếp), Không điều kiện, Supertrend, Random, CCI Reverse, Stoch Reverse,",CEntryEngine::Unconditional,model:test_signal_no_condition,GENERATED
REQ-0051,should,strategy.entry.signals.random,True,0.84,"/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p19:Danh sách đầy đủ: CCI, Stoch, Momentum, Xanh đỏ (2 nến xanh/đỏ liên tiếp), Không điều kiện, Supertrend, Random, CCI Reverse, Stoch Reverse,",CEntryEngine::Random,model:test_signal_random,GENERATED
REQ-0052,should,strategy.entry.signals.external_indicator,True,0.9,"/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p19:UTBOT, Indi ngoài, RSI, RSI Reversal, Break Kumo Ichimoku, SMC All thuận, SMC All ngược, SMC Internal thuận/ngược, SMC Swing thuận/ngược, BB,;/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p21:📦 Indicator ngoài",CEntryEngine::ExternalIndicator,model:test_signal_external_indicator,GENERATED
REQ-0053,should,strategy.entry.signals.smc_all_with,True,0.84,"/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p19:UTBOT, Indi ngoài, RSI, RSI Reversal, Break Kumo Ichimoku, SMC All thuận, SMC All ngược, SMC Internal thuận/ngược, SMC Swing thuận/ngược, BB,",CEntryEngine::MarketStructureBreak,model:test_signal_smc_all_with,GENERATED
REQ-0054,should,strategy.entry.signals.smc_all_against,True,0.84,"/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p19:UTBOT, Indi ngoài, RSI, RSI Reversal, Break Kumo Ichimoku, SMC All thuận, SMC All ngược, SMC Internal thuận/ngược, SMC Swing thuận/ngược, BB,",CEntryEngine::MarketStructureBreak,model:test_signal_smc_all_against,GENERATED
REQ-0055,should,strategy.entry.signals.smc_internal_with,True,0.84,"/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p19:UTBOT, Indi ngoài, RSI, RSI Reversal, Break Kumo Ichimoku, SMC All thuận, SMC All ngược, SMC Internal thuận/ngược, SMC Swing thuận/ngược, BB,",CEntryEngine::MarketStructureBreak,model:test_signal_smc_internal_with,GENERATED
REQ-0056,should,strategy.entry.signals.smc_internal_against,True,0.84,"/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p19:UTBOT, Indi ngoài, RSI, RSI Reversal, Break Kumo Ichimoku, SMC All thuận, SMC All ngược, SMC Internal thuận/ngược, SMC Swing thuận/ngược, BB,",CEntryEngine::MarketStructureBreak,model:test_signal_smc_internal_against,GENERATED
REQ-0057,should,strategy.entry.signals.smc_swing_with,True,0.84,"/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p19:UTBOT, Indi ngoài, RSI, RSI Reversal, Break Kumo Ichimoku, SMC All thuận, SMC All ngược, SMC Internal thuận/ngược, SMC Swing thuận/ngược, BB,",CEntryEngine::MarketStructureBreak,model:test_signal_smc_swing_with,GENERATED
REQ-0058,should,strategy.entry.signals.smc_swing_against,True,0.84,"/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p19:UTBOT, Indi ngoài, RSI, RSI Reversal, Break Kumo Ichimoku, SMC All thuận, SMC All ngược, SMC Internal thuận/ngược, SMC Swing thuận/ngược, BB,",CEntryEngine::MarketStructureBreak,model:test_signal_smc_swing_against,GENERATED
REQ-0059,should,strategy.entry.signals.cci,True,0.99,"/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p1:Với hơn 30 tín hiệu đầu vào (CCI, Stoch, RSI, SMC, Pinbar, Engulfing, Ichimoku break, UTBOT...), EA có thể thích ứng với nhiều phong cách;/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p2:Đa dạng tín hiệu vào lệnh: CCI, Stoch, Momentum, Supertrend, UTBOT, RSI, RSI Reversal, Break Kumo Ichimoku, SMC;/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p19:Danh sách đầy đủ: CCI, Stoch, Momentum, Xanh đỏ (2 nến xanh/đỏ liên tiếp), Không điều kiện, Supertrend, Random, CCI Reverse, Stoch Reverse,;/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p19:Danh sách đầy đủ: CCI, Stoch, Momentum, Xanh đỏ (2 nến xanh/đỏ liên tiếp), Không điều kiện, Supertrend, Random, CCI Reverse, Stoch Reverse,;/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p21:🔵 Indi CCI",CEntryEngine::CCI,model:test_signal_cci,GENERATED
REQ-0060,should,strategy.entry.signals.stochastic,True,0.99,"/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p1:Với hơn 30 tín hiệu đầu vào (CCI, Stoch, RSI, SMC, Pinbar, Engulfing, Ichimoku break, UTBOT...), EA có thể thích ứng với nhiều phong cách;/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p2:Đa dạng tín hiệu vào lệnh: CCI, Stoch, Momentum, Supertrend, UTBOT, RSI, RSI Reversal, Break Kumo Ichimoku, SMC;/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p19:Danh sách đầy đủ: CCI, Stoch, Momentum, Xanh đỏ (2 nến xanh/đỏ liên tiếp), Không điều kiện, Supertrend, Random, CCI Reverse, Stoch Reverse,;/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p19:Danh sách đầy đủ: CCI, Stoch, Momentum, Xanh đỏ (2 nến xanh/đỏ liên tiếp), Không điều kiện, Supertrend, Random, CCI Reverse, Stoch Reverse,;/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p21:🟢 Indi Stoch",CEntryEngine::Stochastic,model:test_signal_stochastic,GENERATED
REQ-0061,should,strategy.entry.signals.momentum,True,0.99,"/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p2:Đa dạng tín hiệu vào lệnh: CCI, Stoch, Momentum, Supertrend, UTBOT, RSI, RSI Reversal, Break Kumo Ichimoku, SMC;/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p19:Danh sách đầy đủ: CCI, Stoch, Momentum, Xanh đỏ (2 nến xanh/đỏ liên tiếp), Không điều kiện, Supertrend, Random, CCI Reverse, Stoch Reverse,;/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p21:🟡 Indi Momentum;/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p21:Momentum Period (14), Momentum Quá mua (100.45), Momentum Quá bán (99.45);/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p21:Momentum Period (14), Momentum Quá mua (100.45), Momentum Quá bán (99.45)",CEntryEngine::Momentum,model:test_signal_momentum,GENERATED
REQ-0062,should,strategy.entry.signals.supertrend,True,0.99,"/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p2:Đa dạng tín hiệu vào lệnh: CCI, Stoch, Momentum, Supertrend, UTBOT, RSI, RSI Reversal, Break Kumo Ichimoku, SMC;/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p19:Danh sách đầy đủ: CCI, Stoch, Momentum, Xanh đỏ (2 nến xanh/đỏ liên tiếp), Không điều kiện, Supertrend, Random, CCI Reverse, Stoch Reverse,;/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p21:🔴 Supertrend Indicator;/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p21:Periods Supertrend (21), Multiplier Supertrend (3.0);/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p21:Periods Supertrend (21), Multiplier Supertrend (3.0)",CEntryEngine::Supertrend,model:test_signal_supertrend,GENERATED
REQ-0063,should,strategy.entry.signals.utbot,True,0.99,"/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p1:Với hơn 30 tín hiệu đầu vào (CCI, Stoch, RSI, SMC, Pinbar, Engulfing, Ichimoku break, UTBOT...), EA có thể thích ứng với nhiều phong cách;/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p2:Đa dạng tín hiệu vào lệnh: CCI, Stoch, Momentum, Supertrend, UTBOT, RSI, RSI Reversal, Break Kumo Ichimoku, SMC;/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p19:UTBOT, Indi ngoài, RSI, RSI Reversal, Break Kumo Ichimoku, SMC All thuận, SMC All ngược, SMC Internal thuận/ngược, SMC Swing thuận/ngược, BB,;/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p21:🟠 UTBOT Indicator",CEntryEngine::UTBot,model:test_signal_utbot,GENERATED
REQ-0064,should,strategy.entry.signals.rsi,True,0.99,"/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p1:Với hơn 30 tín hiệu đầu vào (CCI, Stoch, RSI, SMC, Pinbar, Engulfing, Ichimoku break, UTBOT...), EA có thể thích ứng với nhiều phong cách;/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p2:Đa dạng tín hiệu vào lệnh: CCI, Stoch, Momentum, Supertrend, UTBOT, RSI, RSI Reversal, Break Kumo Ichimoku, SMC;/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p2:Đa dạng tín hiệu vào lệnh: CCI, Stoch, Momentum, Supertrend, UTBOT, RSI, RSI Reversal, Break Kumo Ichimoku, SMC;/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p8:Nếu true, chỉ nhồi lệnh khi xu hướng phù hợp (EMA, MACD, RSI).;/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p19:UTBOT, Indi ngoài, RSI, RSI Reversal, Break Kumo Ichimoku, SMC All thuận, SMC All ngược, SMC Internal thuận/ngược, SMC Swing thuận/ngược, BB,",CEntryEngine::RSI,model:test_signal_rsi,GENERATED
REQ-0065,should,strategy.entry.signals.ichimoku_kumo_break,True,0.96,"/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p1:Với hơn 30 tín hiệu đầu vào (CCI, Stoch, RSI, SMC, Pinbar, Engulfing, Ichimoku break, UTBOT...), EA có thể thích ứng với nhiều phong cách;/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p2:Đa dạng tín hiệu vào lệnh: CCI, Stoch, Momentum, Supertrend, UTBOT, RSI, RSI Reversal, Break Kumo Ichimoku, SMC;/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p19:UTBOT, Indi ngoài, RSI, RSI Reversal, Break Kumo Ichimoku, SMC All thuận, SMC All ngược, SMC Internal thuận/ngược, SMC Swing thuận/ngược, BB,",CEntryEngine::IchimokuKumoBreak,model:test_signal_ichimoku_kumo_break,GENERATED
REQ-0066,should,strategy.entry.signals.smc,True,0.96,"/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p1:Với hơn 30 tín hiệu đầu vào (CCI, Stoch, RSI, SMC, Pinbar, Engulfing, Ichimoku break, UTBOT...), EA có thể thích ứng với nhiều phong cách;/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p2:Đa dạng tín hiệu vào lệnh: CCI, Stoch, Momentum, Supertrend, UTBOT, RSI, RSI Reversal, Break Kumo Ichimoku, SMC;/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p23:Tín hiệu: Có tín hiệu từ chỉ báo được chọn (CCI, Stoch, RSI, Pinbar, SMC, v.v.)",CEntryEngine::MarketStructureBreak,model:test_signal_smc,GENERATED
REQ-0067,should,strategy.entry.signals.bollinger_bands,True,0.99,"/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p2:(thuận/ngược/internal/swing), BB, Pinbar, Engulfing, Pinbar/Engulfing.;/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p19:UTBOT, Indi ngoài, RSI, RSI Reversal, Break Kumo Ichimoku, SMC All thuận, SMC All ngược, SMC Internal thuận/ngược, SMC Swing thuận/ngược, BB,;/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p21:📊 BB Indicator;/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p21:BB Period (20), BB Deviations (2.0);/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p21:BB Period (20), BB Deviations (2.0)",CEntryEngine::Bollinger,model:test_signal_bollinger_bands,GENERATED
REQ-0068,should,strategy.entry.signals.pinbar,True,0.99,"/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p1:Với hơn 30 tín hiệu đầu vào (CCI, Stoch, RSI, SMC, Pinbar, Engulfing, Ichimoku break, UTBOT...), EA có thể thích ứng với nhiều phong cách;/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p2:(thuận/ngược/internal/swing), BB, Pinbar, Engulfing, Pinbar/Engulfing.;/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p2:(thuận/ngược/internal/swing), BB, Pinbar, Engulfing, Pinbar/Engulfing.;/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p19:Pinbar, Engulfing, Pinbar/Engulfing.;/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p19:Pinbar, Engulfing, Pinbar/Engulfing.",CEntryEngine::Pinbar,model:test_signal_pinbar,GENERATED
REQ-0069,should,strategy.entry.signals.engulfing,True,0.99,"/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p1:Với hơn 30 tín hiệu đầu vào (CCI, Stoch, RSI, SMC, Pinbar, Engulfing, Ichimoku break, UTBOT...), EA có thể thích ứng với nhiều phong cách;/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p2:(thuận/ngược/internal/swing), BB, Pinbar, Engulfing, Pinbar/Engulfing.;/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p2:(thuận/ngược/internal/swing), BB, Pinbar, Engulfing, Pinbar/Engulfing.;/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p19:Pinbar, Engulfing, Pinbar/Engulfing.;/mnt/data/CCBSN Manual by Bo.Botfx.pdf:p19:Pinbar, Engulfing, Pinbar/Engulfing.",CEntryEngine::Engulfing,model:test_signal_engulfing,GENERATED
CFG-0069,must,identity.name,CCBSN_GoldenFixture,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:identity.name='CCBSN_GoldenFixture',,,EXTRACTED
CFG-0070,must,identity.version,3.0.3,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:identity.version='3.0.3',,,EXTRACTED
CFG-0071,must,runtime.platform,MT5,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:runtime.platform='MT5',,,EXTRACTED
CFG-0072,must,runtime.account_model,hedging,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:runtime.account_model='hedging',,,EXTRACTED
CFG-0073,must,runtime.account_model_status,confirmed,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:runtime.account_model_status='confirmed',,,EXTRACTED
CFG-0074,must,runtime.symbol_mode,chart_symbol,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:runtime.symbol_mode='chart_symbol',,,EXTRACTED
CFG-0075,must,runtime.symbols,[],1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:runtime.symbols=[],,,EXTRACTED
CFG-0076,must,runtime.timeframe_mode,chart_timeframe,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:runtime.timeframe_mode='chart_timeframe',,,EXTRACTED
CFG-0077,must,runtime.timeframes,[],1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:runtime.timeframes=[],,,EXTRACTED
CFG-0078,must,runtime.time_policy.daily_basis,server,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:runtime.time_policy.daily_basis='server',,,EXTRACTED
CFG-0079,must,runtime.time_policy.session_basis,server,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:runtime.time_policy.session_basis='server',,,EXTRACTED
CFG-0080,must,runtime.time_policy.history_sync_required,True,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:runtime.time_policy.history_sync_required=True,,,EXTRACTED
CFG-0081,must,runtime.time_policy.cashflow_policy,exclude,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:runtime.time_policy.cashflow_policy='exclude',,,EXTRACTED
CFG-0082,must,runtime.time_policy.dst_policy,platform_clock,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:runtime.time_policy.dst_policy='platform_clock',,,EXTRACTED
CFG-0083,must,runtime.time_policy.day_boundary_minutes,0,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:runtime.time_policy.day_boundary_minutes=0,,,EXTRACTED
CFG-0084,must,strategy.topology,multi_engine,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.topology='multi_engine',,,EXTRACTED
CFG-0085,must,strategy.features,"['strategy.dca.bidirectional', 'strategy.dca.closed_bar', 'strategy.dca.enabled', 'strategy.dca.positive', 'strategy.dca.signal', 'strategy.dca.step', 'strategy.dca.step_multiplier', 'strategy.dca.step_timeframe', 'strategy.entry.signal_selectable', 'strategy.exit.account_money', 'strategy.exit.adaptive_basket_tp', 'strategy.exit.balance_difference', 'strategy.exit.basket_tp', 'strategy.exit.daily_target', 'strategy.exit.money', 'strategy.exit.side_money', 'strategy.exit.single_tp', 'strategy.exit.stepped_target', 'strategy.exit.trailing', 'strategy.exit.trend_reversal', 'strategy.filter.ema', 'strategy.filter.macd', 'strategy.filter.rsi', 'strategy.filter.trend', 'strategy.filter.zone_cycle', 'strategy.hedge.standard', 'strategy.hedge.zone', 'strategy.lot_balance', 'strategy.lottery.after_sl', 'strategy.reverse_entry', 'strategy.sizing.additive', 'strategy.sizing.martingale', 'strategy.sniper.cross_chain', 'strategy.sniper.partial', 'strategy.sniper.same_chain', 'strategy.time.sessions']",1.0,"/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.features=['strategy.dca.bidirectional', 'strategy.dca.closed_bar', 'strategy.dca.enabled', 'strategy.dca.positive', 'strategy.dca.signal', 'strategy.dca.step', 'strategy.dca.step_multiplier', 'strategy.dca.step_timeframe', 'strategy.entry.signal_selectable', 'strategy.exit.account_money', 'strategy.exit.adaptive_basket_tp', 'strategy.exit.balance_difference', 'strategy.exit.basket_tp', 'strategy.exit.daily_target', 'strategy.exit.money', 'strategy.exit.side_money', 'strategy.exit.single_tp', 'strategy.exit.stepped_target', 'strategy.exit.trailing', 'strategy.exit.trend_reversal', 'strategy.filter.ema', 'strategy.filter.macd', 'strategy.filter.rsi', 'strategy.filter.trend', 'strategy.filter.zone_cycle', 'strategy.hedge.standard', 'strategy.hedge.zone', 'strategy.lot_balance', 'strategy.lottery.after_sl', 'strategy.reverse_entry', 'strategy.sizing.additive', 'strategy.sizing.martingale', 'strategy.sniper.cross_chain', 'strategy.sniper.partial', 'strategy.sniper.same_chain', 'strategy.time.sessions']",,,EXTRACTED
